iso3,location_name_short_en,partner_code,partner_name_short_en,import_value_pca,import_value_pcb,geocodigoFundar,geonombreFundar
AGO,Angola,ANS,Undeclared Countries,0.256218578263536,9.41076443593983,AGO,Angola
ALB,Albania,ARG,Argentina,0.610563761987965,0.106079894396071,ALB,Albania
ALB,Albania,AUS,Australia,43.386709713245,0.032162430500502,ALB,Albania
ALB,Albania,AUT,Austria,1.09881961330163,1.08564923348987,ALB,Albania
ALB,Albania,CAN,Canada,42.055428126507,0.6193508034181,ALB,Albania
ALB,Albania,CHE,Switzerland,1.37119416081964,0.986325671119463,ALB,Albania
ALB,Albania,DEU,Germany,6.49809145946125,5.53508482389846,ALB,Albania
ALB,Albania,EGY,Egypt,1.62865896995569,0.278545626096319,ALB,Albania
ALB,Albania,FRA,France,12.7906914330471,1.09907317383814,ALB,Albania
ALB,Albania,GBR,United Kingdom,2.60585366205188,0.460718659878657,ALB,Albania
ALB,Albania,GHA,Ghana,0.0,0.0015960526939879,ALB,Albania
ALB,Albania,GRC,Greece,0.0,10.3146038387947,ALB,Albania
ALB,Albania,HUN,Hungary,4.08768262519661,1.57941644636224,ALB,Albania
ALB,Albania,ITA,Italy,23.852710980478,27.499434600368,ALB,Albania
ALB,Albania,LKA,Sri Lanka,1.66669661297766,0.0997372397955655,ALB,Albania
ALB,Albania,MAR,Morocco,0.752873900182326,0.0507927029089982,ALB,Albania
ALB,Albania,NLD,Netherlands,1.1576573056515,1.40793131801835,ALB,Albania
ALB,Albania,PAK,Pakistan,0.0,0.0861878907097299,ALB,Albania
ALB,Albania,SDN,Sudan,0.862349732563682,0.0008498649044767,ALB,Albania
ALB,Albania,USA,United States of America,0.196296886466285,1.28427151701493,ALB,Albania
ALB,Albania,YUG,Yugoslavia,6.52193500247222,,ALB,Albania
AND,Andorra,VEN,Venezuela,,0.0012482123577394,AND,Andorra
ANT,Netherlands Antilles,AFG,Afghanistan,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,AGO,Angola,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ARG,Argentina,0.118127667457286,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,AUS,Australia,0.0174109102862663,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,AUT,Austria,0.021169449116203,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BEL,Belgium,0.193407984289011,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BEN,Benin,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BHR,Bahrain,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BHS,Bahamas,0.0182364194462035,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BMU,Bermuda,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BOL,Bolivia,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BRA,Brazil,0.131002153576144,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,BRB,Barbados,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CAF,Central African Republic,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CAN,Canada,0.330128388343628,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CHE,Switzerland,0.231635033344192,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CHL,Chile,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CIV,Côte d'Ivoire,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CMR,Cameroon,0.0033433327371955,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,COD,Congo (Democratic Republic of the),0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,COG,Congo,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,COL,Colombia,0.318382577686,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CRI,Costa Rica,0.0707931774628845,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CSK,Czechoslovakia,0.0336552508212418,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CUB,Cuba,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,CYP,Cyprus,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,DEU,Germany,0.873163917052166,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,DNK,Denmark,0.222999486347921,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,DOM,Dominican Republic,0.0804640661588327,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,DZA,Algeria,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ECU,Ecuador,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,EGY,Egypt,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ESP,Spain,0.0373194934211078,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,FIN,Finland,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,FRA,France,0.357873926962315,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GAB,Gabon,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GBR,United Kingdom,2.188557967298,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GHA,Ghana,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GIN,Guinea,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GLP,Guadeloupe,0.0672717329564912,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GMB,Gambia,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GNB,Guinea-Bissau,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GRC,Greece,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,GTM,Guatemala,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,HKG,Hong Kong,0.254314764807737,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,HND,Honduras,0.0551163356173285,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,HTI,Haiti,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,IDN,Indonesia,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,IND,India,0.05092618575639,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,IRL,Ireland,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ISL,Iceland,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ISR,Israel,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ITA,Italy,0.378384508526601,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,JAM,Jamaica,0.0027759518496422,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,JOR,Jordan,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,JPN,Japan,1.22513089986364,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,KEN,Kenya,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,KOR,South Korea,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,LBN,Lebanon,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,LBR,Liberia,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,LBY,Libya,0.0259792900236621,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MAR,Morocco,0.0041593913929268,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MDG,Madagascar,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MEX,Mexico,0.0107342514526598,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MLI,Mali,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MLT,Malta,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MRT,Mauritania,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MTQ,Martinique,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,MYS,Malaysia,0.0169455088146438,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,NER,Niger,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,NGA,Nigeria,0.158579196159932,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,NIC,Nicaragua,0.0214461065861152,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,NLD,Netherlands,4.09211411244669,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,NOR,Norway,0.0351042119645573,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,NZL,New Zealand,0.123524830300399,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,PAN,Panama,0.0663555026099239,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,PCZ,Panama Canal Zone,0.0053089594212554,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,PER,Peru,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,PHL,Philippines,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,PRT,Portugal,0.0221725095462083,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,PRY,Paraguay,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SDN,Sudan,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SEN,Senegal,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SGP,Singapore,0.0444727887205602,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SLE,Sierra Leone,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SLV,El Salvador,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SUR,Suriname,0.0581312904318318,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SWE,Sweden,0.0787700406495896,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,SYR,Syrian Arab Republic,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,TCD,Chad,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,TGO,Togo,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,TTO,Trinidad and Tobago,0.648332198797394,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,TUN,Tunisia,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,TUR,Turkey,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,URY,Uruguay,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,USA,United States of America,10.8163121855374,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,VEN,Venezuela,76.4984318198492,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,VNM,Vietnam,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,YUG,Yugoslavia,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ZAF,South Africa,0.0,,ANT,Antillas Holandesas
ANT,Netherlands Antilles,ANS,Undeclared Countries,0.133405513951031,,ANT,Antillas Holandesas
ARE,United Arab Emirates,MMR,Myanmar,100.0,0.0305641763277972,ARE,Emiratos Árabes Unidos
ARG,Argentina,AGO,Angola,0.0,0.0036148111510174,ARG,Argentina
ARG,Argentina,ALB,Albania,0.0,0.0008023416025544,ARG,Argentina
ARG,Argentina,ANT,Netherlands Antilles,0.969203871213137,,ARG,Argentina
ARG,Argentina,AUS,Australia,0.0595723086311251,0.377306258731392,ARG,Argentina
ARG,Argentina,AUT,Austria,0.50135353615925,0.27758851131233,ARG,Argentina
ARG,Argentina,BEL,Belgium,1.06829815150095,0.694154136228467,ARG,Argentina
ARG,Argentina,BGR,Bulgaria,0.0095389034581585,0.0290584162472382,ARG,Argentina
ARG,Argentina,BHS,Bahamas,0.0,0.0036504476755071,ARG,Argentina
ARG,Argentina,BMU,Bermuda,0.0232381996611438,0.0,ARG,Argentina
ARG,Argentina,BOL,Bolivia,0.178936110547615,2.2604454221867,ARG,Argentina
ARG,Argentina,BRA,Brazil,8.88109068916032,22.5327784185267,ARG,Argentina
ARG,Argentina,BRB,Barbados,0.0,3.59523863143258e-06,ARG,Argentina
ARG,Argentina,CAN,Canada,2.75523177404809,0.511491243879202,ARG,Argentina
ARG,Argentina,CHE,Switzerland,2.24984992926427,1.18300526457227,ARG,Argentina
ARG,Argentina,CHL,Chile,2.10211989938458,1.28898030193648,ARG,Argentina
ARG,Argentina,CHN,China,0.0159668680620174,16.2807139366329,ARG,Argentina
ARG,Argentina,CIV,Côte d'Ivoire,0.0,0.0079711516670204,ARG,Argentina
ARG,Argentina,COD,Congo (Democratic Republic of the),0.0,0.0,ARG,Argentina
ARG,Argentina,COL,Colombia,0.377425445014701,0.471248675251024,ARG,Argentina
ARG,Argentina,CRI,Costa Rica,0.0,0.0270839404298753,ARG,Argentina
ARG,Argentina,CSK,Czechoslovakia,0.333598047997559,,ARG,Argentina
ARG,Argentina,CUB,Cuba,0.0,0.0085367829849032,ARG,Argentina
ARG,Argentina,CYP,Cyprus,0.0,0.0089550118122454,ARG,Argentina
ARG,Argentina,DEU,Germany,11.2772532895869,5.19680586545057,ARG,Argentina
ARG,Argentina,DNK,Denmark,0.257824487553361,0.270360443953291,ARG,Argentina
ARG,Argentina,DOM,Dominican Republic,0.0,0.0056395583760203,ARG,Argentina
ARG,Argentina,DZA,Algeria,0.108764630950495,0.101260745667228,ARG,Argentina
ARG,Argentina,ECU,Ecuador,0.152545467968931,0.468739233290239,ARG,Argentina
ARG,Argentina,EGY,Egypt,0.0,0.294654473843927,ARG,Argentina
ARG,Argentina,ESP,Spain,1.20387541642363,2.02639341056666,ARG,Argentina
ARG,Argentina,FIN,Finland,1.03695992944727,0.200650132528039,ARG,Argentina
ARG,Argentina,FRA,France,4.78248012625136,1.62201782256778,ARG,Argentina
ARG,Argentina,GBR,United Kingdom,7.64770852598784,0.859335571299239,ARG,Argentina
ARG,Argentina,GHA,Ghana,0.0,0.0014888925488059,ARG,Argentina
ARG,Argentina,GLP,Guadeloupe,0.0,,ARG,Argentina
ARG,Argentina,GRC,Greece,0.0146977526591018,0.0263259887836807,ARG,Argentina
ARG,Argentina,GTM,Guatemala,0.0,0.0043106928491182,ARG,Argentina
ARG,Argentina,GUY,Guyana,0.024846856645679,1.06386374514752e-05,ARG,Argentina
ARG,Argentina,HKG,Hong Kong,0.0208304843210181,0.208236428573816,ARG,Argentina
ARG,Argentina,HUN,Hungary,0.239636774903077,0.270948699310599,ARG,Argentina
ARG,Argentina,IDN,Indonesia,0.0,0.455470308141035,ARG,Argentina
ARG,Argentina,IND,India,1.35167540091171,1.45321694332472,ARG,Argentina
ARG,Argentina,IRL,Ireland,0.0197138581480763,0.296052076911514,ARG,Argentina
ARG,Argentina,IRN,Iran,0.373436470772796,0.0028633449455081,ARG,Argentina
ARG,Argentina,IRQ,Iraq,0.62403466248931,0.0005562226207671,ARG,Argentina
ARG,Argentina,ISR,Israel,0.044838400361874,0.25578402543735,ARG,Argentina
ARG,Argentina,ITA,Italy,9.74278552687242,2.16687300653299,ARG,Argentina
ARG,Argentina,JAM,Jamaica,0.0,0.0062240097271981,ARG,Argentina
ARG,Argentina,JOR,Jordan,0.0,0.0051219896738042,ARG,Argentina
ARG,Argentina,JPN,Japan,3.47260957671671,1.39817103037167,ARG,Argentina
ARG,Argentina,KEN,Kenya,0.0218947060513066,0.000409544933061,ARG,Argentina
ARG,Argentina,KOR,South Korea,0.0,0.922892947258965,ARG,Argentina
ARG,Argentina,KWT,Kuwait,0.0889438007494228,0.0105968479493831,ARG,Argentina
ARG,Argentina,LBN,Lebanon,0.0,0.0005637446074417,ARG,Argentina
ARG,Argentina,LBR,Liberia,0.0,0.0,ARG,Argentina
ARG,Argentina,LBY,Libya,0.0436378418864852,0.0064788992656385,ARG,Argentina
ARG,Argentina,LKA,Sri Lanka,0.0096786993502365,0.018843426384533,ARG,Argentina
ARG,Argentina,MAR,Morocco,0.0,0.369726335769409,ARG,Argentina
ARG,Argentina,MEX,Mexico,0.577783330113478,2.17549841310515,ARG,Argentina
ARG,Argentina,MLT,Malta,0.0,0.0022096091665558,ARG,Argentina
ARG,Argentina,MOZ,Mozambique,0.0,0.0031320688240412,ARG,Argentina
ARG,Argentina,MTQ,Martinique,0.0,,ARG,Argentina
ARG,Argentina,MYS,Malaysia,1.1731116983242,0.387752118487847,ARG,Argentina
ARG,Argentina,NGA,Nigeria,1.36196984667029,0.212265831565915,ARG,Argentina
ARG,Argentina,NIC,Nicaragua,0.0,0.0007376660834291,ARG,Argentina
ARG,Argentina,NLD,Netherlands,1.33336011411217,1.43387934285773,ARG,Argentina
ARG,Argentina,NOR,Norway,0.269738546239693,0.0912401175127741,ARG,Argentina
ARG,Argentina,NZL,New Zealand,0.0231967415871608,0.0283964735246188,ARG,Argentina
ARG,Argentina,PAK,Pakistan,0.337084706305792,0.071249992137203,ARG,Argentina
ARG,Argentina,PAN,Panama,0.218343454633275,0.0333054943639417,ARG,Argentina
ARG,Argentina,PCZ,Panama Canal Zone,0.0,,ARG,Argentina
ARG,Argentina,PER,Peru,1.21378060499825,0.276479398424208,ARG,Argentina
ARG,Argentina,PHL,Philippines,0.0201128326447893,0.181159055941681,ARG,Argentina
ARG,Argentina,PNG,Papua New Guinea,0.0,5.71027445574124e-05,ARG,Argentina
ARG,Argentina,POL,Poland,0.250457948132098,0.24023578264281,ARG,Argentina
ARG,Argentina,PRK,North Korea,0.0,,ARG,Argentina
ARG,Argentina,PRT,Portugal,0.139458002082429,0.177878976999317,ARG,Argentina
ARG,Argentina,PRY,Paraguay,1.26710567751546,3.675120953549,ARG,Argentina
ARG,Argentina,REU,Réunion,0.0,,ARG,Argentina
ARG,Argentina,ROU,Romania,0.211723920177018,0.0887175922769035,ARG,Argentina
ARG,Argentina,RUS,Russian Federation,0.853677666235627,0.541504057267037,ARG,Argentina
ARG,Argentina,SAU,Saudi Arabia,0.0529892911072572,0.21482157909709,ARG,Argentina
ARG,Argentina,SEN,Senegal,0.0,0.0052694950079271,ARG,Argentina
ARG,Argentina,SGP,Singapore,0.64535399688187,0.244252532280279,ARG,Argentina
ARG,Argentina,SLV,El Salvador,0.0,0.001667896117727,ARG,Argentina
ARG,Argentina,SUR,Suriname,0.026616172729828,0.0,ARG,Argentina
ARG,Argentina,SWE,Sweden,2.09591102643292,0.36115971846079,ARG,Argentina
ARG,Argentina,SYR,Syrian Arab Republic,0.0,0.0,ARG,Argentina
ARG,Argentina,THA,Thailand,0.0331294481794975,2.07202680365146,ARG,Argentina
ARG,Argentina,TTO,Trinidad and Tobago,0.049466156615942,0.167734717660503,ARG,Argentina
ARG,Argentina,TUN,Tunisia,0.0,0.0246127043159057,ARG,Argentina
ARG,Argentina,TUR,Turkey,0.003436249650139,0.356808661954251,ARG,Argentina
ARG,Argentina,TZA,Tanzania,0.006825909422612,0.0002966198215117,ARG,Argentina
ARG,Argentina,UGA,Uganda,0.0338032969202228,0.0,ARG,Argentina
ARG,Argentina,URY,Uruguay,0.349689854598874,0.782184109151999,ARG,Argentina
ARG,Argentina,USA,United States of America,23.7156921792987,14.2641842664084,ARG,Argentina
ARG,Argentina,VEN,Venezuela,2.47159270601588,0.0119010445552059,ARG,Argentina
ARG,Argentina,VNM,Vietnam,0.0,1.20092357931461,ARG,Argentina
ARG,Argentina,VUT,Vanuatu,0.0,,ARG,Argentina
ARG,Argentina,YUG,Yugoslavia,0.316404989719854,,ARG,Argentina
ARG,Argentina,ZAF,South Africa,0.142367391417601,0.299420079445806,ARG,Argentina
ARG,Argentina,ZMB,Zambia,0.0,0.000598316918497,ARG,Argentina
ARG,Argentina,ZWE,Zimbabwe,0.0286534110483304,0.0006870726350151,ARG,Argentina
ARG,Argentina,TWN,Taiwan,0.0132727194110617,0.507523537859954,ARG,Argentina
ARG,Argentina,ANS,Undeclared Countries,0.465102443139859,3.51692906578342,ARG,Argentina
ATG,Antigua and Barbuda,VEN,Venezuela,100.0,0.0877937210029005,ATG,Antigua y Barbuda
AUS,Australia,AGO,Angola,0.0,0.003408582032018,AUS,Australia
AUS,Australia,ALB,Albania,0.0,0.0018404072059627,AUS,Australia
AUS,Australia,ANT,Netherlands Antilles,0.0739195542497024,,AUS,Australia
AUS,Australia,ARG,Argentina,0.0275913292679031,0.268482915811465,AUS,Australia
AUS,Australia,AUT,Austria,0.306572423580018,0.60232603669247,AUS,Australia
AUS,Australia,BEL,Belgium,0.747522789547427,0.706795073482447,AUS,Australia
AUS,Australia,BGR,Bulgaria,0.0188997005277058,0.0244711078250956,AUS,Australia
AUS,Australia,BHR,Bahrain,0.0402187010417098,0.0319522989994535,AUS,Australia
AUS,Australia,BHS,Bahamas,0.0,0.0009293087628791,AUS,Australia
AUS,Australia,BMU,Bermuda,0.0,5.39425873888751e-05,AUS,Australia
